Country Name,Country Code,Indicator Name,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Chile,CHL,Fixed telephone subscriptions,3292502.0,3347231.0,3427749.0,3445880.0,3375037.0,3200245.0,2997192.0,2750272.0,2567938.0,2510972.0,2216786.0
China,CHN,Fixed telephone subscriptions,278153000.0,266985000.0,249430000.0,230996000.0,206624000.0,193757000.0,192085000.0,191033000.0,181908000.0,180701000.0,179414200.0
Cote d'Ivoire,CIV,Fixed telephone subscriptions,276135.0,272145.0,242684.0,277248.0,289108.0,305562.0,302398.0,271724.0,263786.0,265383.0,263308.0
Cameroon,CMR,Fixed telephone subscriptions,737445.0,799016.0,1156230.0,1050281.0,1051073.0,885762.0,902253.0,856411.0,964378.0,867119.0,929007.0
"Congo, Dem. Rep.",COD,Fixed telephone subscriptions,59534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Congo, Rep.",COG,Fixed telephone subscriptions,14932.0,15679.0,16300.0,17000.0,17000.0,17000.0,,17000.0,17000.0,,
Colombia,COL,Fixed telephone subscriptions,7066130.0,7141461.0,7180937.0,7109254.0,7115984.0,6987654.0,6973573.0,7012306.0,7248026.0,7567395.0,7587694.0
Comoros,COM,Fixed telephone subscriptions,24000.0,23000.0,23500.0,14599.0,13049.0,17212.0,10320.0,10042.0,7573.0,7407.0,7370.0
Cabo Verde,CPV,Fixed telephone subscriptions,70220.0,66177.0,59621.0,63584.0,64724.0,64970.0,62680.0,57511.0,57668.0,54811.0,57020.0
Costa Rica,CRI,Fixed telephone subscriptions,995089.0,968459.0,881217.0,859514.0,838346.0,813641.0,767835.0,640302.0,559882.0,503455.0,491613.0
Caribbean small states,CSS,Fixed telephone subscriptions,697773.0,701163.0,668540.0,687139.0,649964.0,622083.0,447801.0,562193.0,567343.0,573277.0,
Cuba,CUB,Fixed telephone subscriptions,1216522.0,1237276.0,1264817.0,1295857.0,1322002.0,1349188.0,1384173.0,1447134.0,1502230.0,1539269.0,1573526.0
Curacao,CUW,Fixed telephone subscriptions,63868.0,63715.0,61130.0,62571.0,59231.0,61709.0,58805.0,53500.0,53513.0,53095.0,
Cayman Islands,CYM,Fixed telephone subscriptions,37392.0,36717.0,32903.0,33534.0,34116.0,34768.0,,36000.0,36000.0,36000.0,
Cyprus,CYP,Fixed telephone subscriptions,373196.0,349108.0,327874.0,323707.0,320573.0,317241.0,311559.0,323914.0,311439.0,304581.0,297382.0
Czechia,CZE,Fixed telephone subscriptions,2117400.0,2001000.0,2001900.0,1906594.0,1758590.0,1640094.0,1511942.0,1494175.0,1335224.0,1302466.0,1214380.0
Germany,DEU,Fixed telephone subscriptions,50100000.0,48700000.0,47021000.0,45350000.0,45300000.0,44400000.0,42500000.0,38270000.0,38380000.0,38490000.0,38580000.0
Djibouti,DJI,Fixed telephone subscriptions,19955.0,20686.0,21912.0,22902.0,24925.0,36582.0,36855.0,37107.0,38866.0,27326.0,27931.0
Dominica,DMA,Fixed telephone subscriptions,16237.0,17144.0,16449.0,20585.0,13328.0,12961.0,2798.0,5568.0,6361.0,7459.0,
Denmark,DNK,Fixed telephone subscriptions,2299308.0,2094553.0,1872404.0,1519712.0,1395239.0,1098998.0,1121906.0,1003524.0,734436.0,714807.0,711500.0
Dominican Republic,DOM,Fixed telephone subscriptions,1128947.0,1171049.0,1226109.0,1304968.0,1345091.0,1329851.0,1278188.0,1211081.0,1155493.0,1154670.0,1143893.0
Algeria,DZA,Fixed telephone subscriptions,3289363.0,3132829.0,3098787.0,3267592.0,3404709.0,4100982.0,4200919.0,4635661.0,4785763.0,5097059.0,5576193.0
East Asia & Pacific (excluding high income),EAP,Fixed telephone subscriptions,343365859.0,321469996.0,299064993.0,265163187.0,239986749.0,233463010.0,224851161.0,225244410.0,215680590.0,214091526.0,208993250.0
Early-demographic dividend,EAR,Fixed telephone subscriptions,212120848.0,199548720.0,184264215.0,172081320.0,175127126.0,173756182.0,166420692.0,169525575.0,172877103.0,175662847.0,170776164.0
East Asia & Pacific,EAS,Fixed telephone subscriptions,472891336.0,451418707.0,424084249.0,388833464.0,362757222.0,354626735.0,343141568.0,339239316.0,326820829.0,325254356.0,317943730.0
Europe & Central Asia (excluding high income),ECA,Fixed telephone subscriptions,47832875.0,47259650.0,45046861.0,42432654.0,41380582.0,39830434.0,37931174.0,38310990.0,37922243.0,36725849.0,32993648.0
Europe & Central Asia,ECS,Fixed telephone subscriptions,318998752.0,314741848.0,307545399.0,297989108.0,290285081.0,284090349.0,274261413.0,264921436.0,260025176.0,254383035.0,220828367.0
Ecuador,ECU,Fixed telephone subscriptions,2308672.0,2394771.0,2441690.0,2512657.0,2451623.0,2415204.0,2360581.0,2195840.0,2063044.0,1846666.0,1644238.0
"Egypt, Arab Rep.",EGY,Fixed telephone subscriptions,8557497.0,6820892.0,6315915.0,6235133.0,6118250.0,6604849.0,7865286.0,8760436.0,9858331.0,11030900.0,11600000.0
Euro area,EMU,Fixed telephone subscriptions,165269676.0,161774587.0,158691007.0,156557565.0,156220832.0,155141377.0,151554279.0,144861055.0,143865315.0,143964079.0,142043023.0
Eritrea,ERI,Fixed telephone subscriptions,60090.0,61935.0,64000.0,66000.0,66086.0,66170.0,,66000.0,66000.0,66000.0,
Spain,ESP,Fixed telephone subscriptions,19574626.0,19384245.0,19236519.0,19373709.0,19487737.0,19587220.0,19762671.0,19639778.0,19455658.0,19060635.0,18687040.0
Estonia,EST,Fixed telephone subscriptions,448212.0,426490.0,407289.0,387607.0,370589.0,362117.0,345690.0,324388.0,304728.0,296620.0,265944.0
Ethiopia,ETH,Fixed telephone subscriptions,797501.0,761450.0,820000.0,890642.0,1147000.0,1181000.0,,1252000.0,1000000.0,885300.0,862157.0
European Union,EUU,Fixed telephone subscriptions,189549901.0,187696435.0,185464047.0,181611291.0,179330821.0,176222024.0,170787408.0,162558808.0,160059117.0,158903699.0,155004603.0
Fragile and conflict affected situations,FCS,Fixed telephone subscriptions,33371231.0,33285792.0,31726195.0,30075549.0,30703253.0,27327219.0,21036896.0,23542989.0,22306522.0,18826799.0,12284079.0
Finland,FIN,Fixed telephone subscriptions,889500.0,752200.0,638800.0,537200.0,457300.0,378000.0,323000.0,269000.0,225000.0,207000.0,186000.0
Fiji,FJI,Fixed telephone subscriptions,88417.0,70225.0,75750.0,72565.0,74182.0,75952.0,56278.0,51064.0,48510.0,48510.0,
France,FRA,Fixed telephone subscriptions,39710000.0,39080000.0,38805000.0,38929000.0,39006000.0,38728000.0,38132000.0,37797000.0,37759000.0,38097000.0,37740000.0
Faroe Islands,FRO,Fixed telephone subscriptions,18685.0,21577.0,20999.0,20083.0,19078.0,18021.0,17188.0,15783.0,15341.0,15341.0,
"Micronesia, Fed. Sts.",FSM,Fixed telephone subscriptions,8400.0,10047.0,7025.0,6808.0,6883.0,6947.0,,7000.0,7000.0,7000.0,
Gabon,GAB,Fixed telephone subscriptions,22611.0,19252.0,18498.0,18758.0,18946.0,21235.0,21818.0,22291.0,25428.0,31708.0,43395.0
United Kingdom,GBR,Fixed telephone subscriptions,33197391.0,33383853.0,33238083.0,33211498.0,32633398.0,31768000.0,31511000.0,32748000.0,32730000.0,31703000.0,29798000.0
Georgia,GEO,Fixed telephone subscriptions,1275850.0,1200286.0,1097364.0,950167.0,840431.0,713826.0,604848.0,519802.0,387698.0,345309.0,301117.0
Ghana,GHA,Fixed telephone subscriptions,284981.0,270422.0,260407.0,275570.0,251490.0,301551.0,278379.0,288531.0,307668.0,315271.0,330016.0
Gibraltar,GIB,Fixed telephone subscriptions,23108.0,,23400.0,,17027.0,19753.0,17671.0,16968.0,17041.0,17167.0,17155.0
Guinea,GIN,Fixed telephone subscriptions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
"Gambia, The",GMB,Fixed telephone subscriptions,64196.0,64196.0,55841.0,45000.0,37969.0,32040.0,44000.0,60000.0,60000.0,60000.0,
Guinea-Bissau,GNB,Fixed telephone subscriptions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Equatorial Guinea,GNQ,Fixed telephone subscriptions,14868.0,14873.0,15110.0,11334.0,10989.0,11179.0,10848.0,11000.0,11250.0,11304.0,11389.0
Greece,GRC,Fixed telephone subscriptions,5461193.0,5392610.0,5319159.0,5260560.0,5200950.0,5176475.0,5114735.0,4806633.0,4859182.0,4912074.0,4907123.0
Grenada,GRD,Fixed telephone subscriptions,27727.0,28585.0,27279.0,27034.0,26776.0,32491.0,22542.0,24359.0,19315.0,26011.0,
Greenland,GRL,Fixed telephone subscriptions,18910.0,18000.0,17200.0,16000.0,,9267.0,8060.0,7133.0,6352.0,,
Guatemala,GTM,Fixed telephone subscriptions,1743842.0,1863052.0,1718298.0,1718851.0,2454778.0,2461109.0,2436093.0,1974006.0,2272467.0,2319643.0,1917670.0
Guam,GUM,Fixed telephone subscriptions,67000.0,67000.0,67400.0,68000.0,,,,70000.0,70000.0,70000.0,
Guyana,GUY,Fixed telephone subscriptions,154207.0,156805.0,159729.0,154057.0,141595.0,135795.0,,125000.0,125000.0,125000.0,
High income,HIC,Fixed telephone subscriptions,575708886.0,566544434.0,546691759.0,537966901.0,526790618.0,515048264.0,498026817.0,479931261.0,468321085.0,458649460.0,420104824.0
"Hong Kong SAR, China",HKG,Fixed telephone subscriptions,4381555.0,4419423.0,4417856.0,4331725.0,4318346.0,4249372.0,4196061.0,4029603.0,3900599.0,3804405.0,3673290.0
Honduras,HND,Fixed telephone subscriptions,610506.0,619095.0,527339.0,497072.0,442929.0,491107.0,532004.0,490103.0,531763.0,465521.0,413936.0
Heavily indebted poor countries (HIPC),HPC,Fixed telephone subscriptions,7037704.0,6786613.0,7127180.0,6691609.0,6851307.0,6500549.0,4718275.0,5890194.0,5754507.0,5400033.0,4381846.0
Croatia,HRV,Fixed telephone subscriptions,1743540.0,1668265.0,1568981.0,1476506.0,1435977.0,1401354.0,1355662.0,1333661.0,1299329.0,1268941.0,1234915.0
Haiti,HTI,Fixed telephone subscriptions,50000.0,41000.0,41000.0,5692.0,5692.0,5922.0,5922.0,5952.0,6000.0,6000.0,
Hungary,HUN,Fixed telephone subscriptions,2960633.0,2978018.0,3011253.0,3094228.0,3119735.0,3131598.0,3079730.0,3048754.0,2970347.0,2955979.0,2845376.0
IBRD only,IBD,Fixed telephone subscriptions,634358740.0,607102920.0,576404324.0,537249680.0,506232604.0,493467289.0,475515256.0,460913447.0,447710194.0,444120526.0,415855378.0
IDA & IBRD total,IBT,Fixed telephone subscriptions,663032541.0,635626630.0,603384608.0,562917447.0,531466975.0,517312192.0,496656989.0,486977149.0,473728665.0,469088512.0,432787304.0
IDA total,IDA,Fixed telephone subscriptions,28673801.0,28523710.0,26980284.0,25667767.0,25234371.0,23844903.0,21141733.0,26063702.0,26018471.0,24967986.0,16931926.0
IDA blend,IDB,Fixed telephone subscriptions,10037515.0,10502359.0,9722401.0,8490675.0,8574493.0,8220468.0,8040114.0,10158960.0,10156364.0,10266618.0,9973270.0
Indonesia,IDN,Fixed telephone subscriptions,37982855.0,30722651.0,26224974.0,10378037.0,10752912.0,11053303.0,8303511.0,9662135.0,9662135.0,9019476.0,8423990.0
IDA only,IDX,Fixed telephone subscriptions,18636286.0,18021351.0,17257883.0,17177092.0,16659878.0,15624435.0,13101619.0,15904742.0,15862107.0,14701368.0,6958656.0
Isle of Man,IMN,Fixed telephone subscriptions,,,,,,,,,,,
India,IND,Fixed telephone subscriptions,30940618.0,29032974.0,27000105.0,25520000.0,24404000.0,23234687.0,21868192.0,21004534.0,20052162.0,23773751.0,27450000.0
Not classified,INX,Fixed telephone subscriptions,,,,,,,,,,,
Ireland,IRL,Fixed telephone subscriptions,2007746.0,2034473.0,2022522.0,1932059.0,1917742.0,1872309.0,1828617.0,1767393.0,1678651.0,1595061.0,1497863.0
"Iran, Islamic Rep.",IRN,Fixed telephone subscriptions,28758465.0,29688558.0,29376105.0,30418973.0,30869311.0,31069938.0,30481734.0,28954855.0,29093587.0,29306782.0,29342060.0
Iraq,IRQ,Fixed telephone subscriptions,1871000.0,1900000.0,1947700.0,1997000.0,2031000.0,3237858.0,2705028.0,2859094.0,2699758.0,2541129.0,2392422.0
Iceland,ISL,Fixed telephone subscriptions,180004.0,168023.0,171535.0,168149.0,164566.0,146213.0,124975.0,115992.0,107032.0,100482.0,93048.0
Israel,ISR,Fixed telephone subscriptions,3594000.0,3399000.0,3427000.0,3412000.0,3340223.0,3240000.0,3200000.0,3140000.0,3370000.0,3500000.0,3574000.0
Italy,ITA,Fixed telephone subscriptions,21748814.0,21098033.0,20581426.0,20209324.0,20267173.0,20700659.0,20396603.0,19519434.0,19607341.0,19994902.0,19982393.0
Jamaica,JAM,Fixed telephone subscriptions,253143.0,250340.0,254500.0,252849.0,310213.0,297027.0,363820.0,398048.0,436249.0,473617.0,446831.0
Jordan,JOR,Fixed telephone subscriptions,434437.0,378411.0,375483.0,368938.0,404112.0,357203.0,369145.0,355537.0,391486.0,427517.0,465603.0
Japan,JPN,Fixed telephone subscriptions,64225254.0,64019263.0,63557374.0,63705579.0,64130388.0,63954472.0,63442828.0,62743196.0,61978594.0,61583600.0,60720856.0
Kazakhstan,KAZ,Fixed telephone subscriptions,4361400.0,4392000.0,4353400.0,4147800.0,3931100.0,3686600.0,3206100.0,3072500.0,3091000.0,2980600.0,2887900.0
Kenya,KEN,Fixed telephone subscriptions,251567.0,204354.0,179990.0,85496.0,72801.0,69861.0,65644.0,70394.0,66646.0,61096.0,63107.0
Kyrgyz Republic,KGZ,Fixed telephone subscriptions,488853.0,461277.0,443184.0,408037.0,382149.0,362288.0,331140.0,298855.0,299000.0,299000.0,
Cambodia,KHM,Fixed telephone subscriptions,584475.0,420942.0,361056.0,256387.0,227261.0,132911.0,88157.0,56445.0,55603.0,40296.0,38284.0
Kiribati,KIR,Fixed telephone subscriptions,8000.0,6000.0,2000.0,1477.0,871.0,765.0,0.0,0.0,33.0,0.0,0.0
St. Kitts and Nevis,KNA,Fixed telephone subscriptions,20000.0,19200.0,19400.0,19748.0,17433.0,17293.0,15620.0,16146.0,16044.0,15700.0,
"Korea, Rep.",KOR,Fixed telephone subscriptions,30099175.0,30333077.0,29481226.0,28882783.0,28035600.0,26844692.0,25906849.0,24727415.0,23858239.0,23213189.0,22809806.0
Kuwait,KWT,Fixed telephone subscriptions,510000.0,508000.0,494000.0,480000.0,533234.0,542082.0,515542.0,583463.0,583463.0,,572511.0
Latin America & Caribbean (excluding high income),LAC,Fixed telephone subscriptions,95998593.0,94990947.0,93828286.0,95136636.0,95083242.0,92765820.0,91168043.0,84211812.0,82640208.0,82157469.0,80441332.0
Lao PDR,LAO,Fixed telephone subscriptions,450000.0,701712.0,920756.0,962497.0,1266605.0,1125469.0,1482276.0,1453262.0,1364957.0,1300195.0,
Lebanon,LBN,Fixed telephone subscriptions,867000.0,870000.0,965723.0,1012849.0,1816262.0,907881.0,893529.0,882175.0,875480.0,875480.0,
Liberia,LBR,Fixed telephone subscriptions,13734.0,11000.0,10040.0,9000.0,8000.0,,,6000.0,6000.0,6000.0,
Libya,LBY,Fixed telephone subscriptions,814000.0,789000.0,914491.0,1063265.0,1374408.0,1576000.0,,1576000.0,1576000.0,1576000.0,1218180.0
St. Lucia,LCA,Fixed telephone subscriptions,36842.0,33500.0,32832.0,34874.0,35545.0,35014.0,36469.0,15800.0,14944.0,14182.0,
Latin America & Caribbean,LCN,Fixed telephone subscriptions,110152512.0,109410942.0,108529867.0,109860578.0,109517660.0,105252960.0,102939292.0,95770634.0,94121788.0,91673436.0,89148399.0
Least developed countries: UN classification,LDC,Fixed telephone subscriptions,8535725.0,8470057.0,8711026.0,8134395.0,8606026.0,7931005.0,6232446.0,8630290.0,8203914.0,6891983.0,3208375.0
Low income,LIC,Fixed telephone subscriptions,9415454.0,9296982.0,8630365.0,8215126.0,8515319.0,7571278.0,3748526.0,7724322.0,7515964.0,7360522.0,
Liechtenstein,LIE,Fixed telephone subscriptions,18470.0,18300.0,18043.0,17336.0,16385.0,15342.0,15243.0,13727.0,12607.0,11513.0,10980.0
Sri Lanka,LKA,Fixed telephone subscriptions,3449391.0,2706787.0,2709848.0,3287676.0,2479802.0,2603178.0,2473875.0,2291464.0,2607868.0,2869186.0,2582154.0
Lower middle income,LMC,Fixed telephone subscriptions,79724881.0,72417979.0,68612436.0,66662253.0,64301283.0,61384467.0,61480496.0,62905306.0,63596948.0,67737376.0,66991789.0
Low & middle income,LMY,Fixed telephone subscriptions,595989524.0,567961006.0,536782425.0,500195846.0,473540159.0,462868728.0,444781565.0,440079563.0,429531921.0,429951625.0,417484798.0
Lesotho,LSO,Fixed telephone subscriptions,50769.0,50345.0,49714.0,40570.0,41158.0,10637.0,8328.0,12949.0,11574.0,9559.0,6744.0
Late-demographic dividend,LTE,Fixed telephone subscriptions,441674711.0,427719320.0,407318162.0,384881793.0,351496477.0,340016415.0,328153194.0,318647072.0,303653602.0,297857929.0,267085239.0
Lithuania,LTU,Fixed telephone subscriptions,675394.0,625990.0,586694.0,561919.0,530871.0,486895.0,427066.0,368213.0,322108.0,290711.0,249573.0
Luxembourg,LUX,Fixed telephone subscriptions,266700.0,267600.0,271100.0,276900.0,276400.0,275300.0,273530.0,267400.0,268090.0,266070.0,261054.0
Latvia,LVA,Fixed telephone subscriptions,476141.0,423000.0,400000.0,356000.0,362940.0,342296.0,266214.0,235527.0,211909.0,192088.0,173993.0
"Macao SAR, China",MAC,Fixed telephone subscriptions,162533.0,158414.0,153587.0,146138.0,142000.0,138000.0,123469.0,110000.0,110000.0,99474.0,92382.0
St. Martin (French part),MAF,Fixed telephone subscriptions,,,,,,,,,,,
Morocco,MAR,Fixed telephone subscriptions,3279054.0,2924861.0,2487738.0,2222370.0,2070173.0,2046390.0,2199140.0,2054545.0,2357286.0,2511357.0,2645109.0
Monaco,MCO,Fixed telephone subscriptions,45743.0,46850.0,50610.0,49085.0,46575.0,47013.0,43374.0,44119.0,43706.0,45340.0,44649.0
Moldova,MDA,Fixed telephone subscriptions,1205768.0,1221474.0,1218274.0,1202466.0,1171287.0,1143852.0,1108200.0,1071514.0,1027689.0,1000228.0,951138.0
Madagascar,MDG,Fixed telephone subscriptions,143227.0,145772.0,148555.0,148635.0,148585.0,68792.0,69046.0,73673.0,49645.0,26271.0,25761.0
Maldives,MDV,Fixed telephone subscriptions,23140.0,22557.0,22549.0,21911.0,21137.0,20378.0,18754.0,16664.0,14508.0,14005.0,13376.0
Middle East & North Africa,MEA,Fixed telephone subscriptions,66843009.0,65741570.0,58985880.0,63943768.0,65951891.0,67701946.0,66250315.0,69166162.0,71437939.0,73489835.0,70320093.0
Mexico,MEX,Fixed telephone subscriptions,20587800.0,18593529.0,18559692.0,20170913.0,20820073.0,20752662.0,21647073.0,22678193.0,24500456.0,25615769.0,27184669.0
Marshall Islands,MHL,Fixed telephone subscriptions,,,2361.0,,,,,,,,
Middle income,MIC,Fixed telephone subscriptions,586574070.0,558664024.0,528152060.0,491980720.0,465024840.0,455297450.0,441033039.0,432355241.0,422015957.0,422591103.0,415791874.0
North Macedonia,MKD,Fixed telephone subscriptions,408318.0,396523.0,383590.0,371003.0,368370.0,366529.0,382901.0,400454.0,415390.0,425646.0,436182.0
Mali,MLI,Fixed telephone subscriptions,111979.0,126362.0,154417.0,169006.0,200812.0,214893.0,228097.0,242241.0,281638.0,301055.0,306900.0
Malta,MLT,Fixed telephone subscriptions,229740.0,231331.0,230361.0,230226.0,234368.0,240280.0,255437.0,255627.0,257889.0,258012.0,259120.0
Myanmar,MMR,Fixed telephone subscriptions,524225.0,534810.0,526792.0,514920.0,514385.0,556112.0,520863.0,522605.0,523951.0,522141.0,535463.0
Middle East & North Africa (excluding high income),MNA,Fixed telephone subscriptions,54741591.0,53522015.0,51654014.0,52641056.0,54149953.0,55443283.0,53263392.0,56119885.0,57773306.0,59599643.0,55514718.0
Montenegro,MNE,Fixed telephone subscriptions,169803.0,169032.0,164671.0,154448.0,148015.0,152155.0,172880.0,188175.0,191768.0,189519.0,190595.0
Mongolia,MNG,Fixed telephone subscriptions,176706.0,175698.0,228327.0,255634.0,225287.0,292594.0,369853.0,351361.0,329046.0,399237.0,475290.0
Northern Mariana Islands,MNP,Fixed telephone subscriptions,23000.0,23000.0,22400.0,22000.0,,,,20000.0,20000.0,20000.0,
Mozambique,MOZ,Fixed telephone subscriptions,88140.0,77568.0,86856.0,89292.0,82421.0,80545.0,63006.0,80791.0,89016.0,59682.0,29080.0
Mauritania,MRT,Fixed telephone subscriptions,65069.0,53993.0,51432.0,51294.0,53191.0,57057.0,59959.0,61858.0,62099.0,58094.0,47503.0
Mauritius,MUS,Fixed telephone subscriptions,349100.0,363000.0,372200.0,380000.0,389500.0,413100.0,434300.0,458700.0,478700.0,469100.0,462100.0
Malawi,MWI,Fixed telephone subscriptions,227295.0,33569.0,18963.0,14462.0,11234.0,17337.0,14992.0,13101.0,12465.0,12410.0,9456.0
Malaysia,MYS,Fixed telephone subscriptions,4588900.0,4535800.0,4410200.0,4489500.0,4837200.0,6580800.0,7429000.0,7405100.0,7467900.0,8247100.0,8452900.0
North America,NAC,Fixed telephone subscriptions,156390000.0,150226000.0,144927834.0,140472271.0,136518871.0,130787883.0,124175000.0,120052000.0,115164000.0,109627000.0,102935000.0
Namibia,NAM,Fixed telephone subscriptions,171249.0,183532.0,182593.0,182507.0,187853.0,193045.0,141771.0,139968.0,140370.0,91869.0,85814.0
